sudokuID,name,result,totalTime,loop,backtrack,flip,unit
47,DLCS,SAT,1.0923421382904053,0,0,0,729
47,HERO,SAT,0.9376382827758789,0,0,0,729
48,DLIS(True),SAT,0.8731551170349121,0,0,0,729
48,DLIS(False),SAT,1.1713650226593018,0,0,0,729
48,JW-OS,SAT,1.040118932723999,0,0,0,729
48,DLCS,SAT,1.2937791347503662,0,0,0,729
48,HERO,SAT,0.8204400539398193,0,0,0,729
49,DLIS(True),SAT,0.9799079895019531,22,6,9,1027
49,DLIS(False),SAT,17.39119601249695,971,468,483,18340
49,JW-OS,SAT,15.75022006034851,921,437,452,16842
49,DLCS,SAT,17.463260173797607,1167,552,571,19773
49,HERO,SAT,1.0422992706298828,16,5,8,1372
50,DLIS(True),SAT,1.112044095993042,18,6,9,1212
50,DLIS(False),SAT,4.628868103027344,285,128,134,4392
50,JW-OS,SAT,4.899904727935791,277,126,131,4487
50,DLCS,SAT,2.9982640743255615,137,58,60,2579
50,HERO,SAT,0.6359448432922363,4,0,1,730
51,DLIS(True),SAT,0.8375718593597412,0,0,0,729
51,DLIS(False),SAT,1.0534820556640625,0,0,0,729
51,JW-OS,SAT,1.0195090770721436,0,0,0,729
51,DLCS,SAT,1.120393991470337,0,0,0,729
51,HERO,SAT,0.6264090538024902,0,0,0,729
52,DLIS(True),SAT,0.7768230438232422,0,0,0,729
52,DLIS(False),SAT,1.0615730285644531,0,0,0,729
52,JW-OS,SAT,1.0805420875549316,0,0,0,729
52,DLCS,SAT,1.097517967224121,0,0,0,729
52,HERO,SAT,0.655383825302124,0,0,0,729
53,DLIS(True),SAT,0.9438540935516357,14,3,6,893
53,DLIS(False),SAT,1.494908094406128,55,22,23,1352
53,JW-OS,SAT,1.6954591274261475,70,28,30,1551
53,DLCS,SAT,1.525240182876587,54,21,22,1321
53,HERO,SAT,0.6976499557495117,2,0,0,727
54,DLIS(True),SAT,0.8069720268249512,0,0,0,729
54,DLIS(False),SAT,1.1245827674865723,0,0,0,729
54,JW-OS,SAT,1.247969150543213,0,0,0,729
54,DLCS,SAT,1.1302168369293213,0,0,0,729
54,HERO,SAT,0.7723679542541504,0,0,0,729
55,DLIS(True),SAT,1.1829230785369873,18,5,7,1074
55,DLIS(False),SAT,4.137474060058594,318,152,156,4975
55,JW-OS,SAT,5.457353115081787,293,139,143,4854
55,DLCS,SAT,3.226853132247925,163,78,80,2950
55,HERO,SAT,0.9733738899230957,33,9,16,1299
56,DLIS(True),SAT,2.5173208713531494,76,27,36,2879
56,DLIS(False),SAT,10.785106897354126,897,416,432,11924
56,JW-OS,SAT,4.627087116241455,397,176,183,5234
56,DLCS,SAT,3.6515560150146484,294,123,128,4069
56,HERO,SAT,1.1276240348815918,41,11,18,1906
57,DLIS(True),SAT,0.6528019905090332,0,0,0,729
57,DLIS(False),SAT,0.8772578239440918,0,0,0,729
57,JW-OS,SAT,0.7047851085662842,0,0,0,729
57,DLCS,SAT,0.8330612182617188,0,0,0,729
57,HERO,SAT,0.6252999305725098,0,0,0,729
58,DLIS(True),SAT,0.670090913772583,0,0,0,729
58,DLIS(False),SAT,1.2768402099609375,0,0,0,729
58,JW-OS,SAT,1.0499048233032227,0,0,0,729
58,DLCS,SAT,1.0796899795532227,0,0,0,729
58,HERO,SAT,0.5647311210632324,0,0,0,729
59,DLIS(True),SAT,1.3088290691375732,21,6,8,1375
59,DLIS(False),SAT,1.8831379413604736,147,53,55,2204
59,JW-OS,SAT,2.823479175567627,149,60,62,2608
59,DLCS,SAT,3.22169828414917,173,71,73,2924
59,HERO,SAT,0.8980629444122314,4,0,1,738
60,DLIS(True),SAT,1.2156288623809814,24,4,9,1221
60,DLIS(False),SAT,11.28246021270752,802,381,392,12950
60,JW-OS,SAT,15.165791034698486,1044,499,513,14999
60,DLCS,SAT,12.787441968917847,836,395,408,12684
60,HERO,SAT,0.6742680072784424,8,1,3,894
61,DLIS(True),SAT,1.5412852764129639,40,16,20,1801
61,DLIS(False),SAT,26.704472064971924,2024,977,1010,33050
61,JW-OS,SAT,29.18815779685974,2095,1012,1045,34913
61,DLCS,SAT,26.38538908958435,1914,930,956,32270
61,HERO,SAT,2.6046900749206543,147,54,72,4978
62,DLIS(True),SAT,0.686743974685669,0,0,0,729
62,DLIS(False),SAT,0.980323076248169,0,0,0,729
62,JW-OS,SAT,1.1033318042755127,0,0,0,729
62,DLCS,SAT,1.1121211051940918,0,0,0,729
62,HERO,SAT,0.7328119277954102,0,0,0,729
63,DLIS(True),SAT,0.9465179443359375,2,0,1,738
63,DLIS(False),SAT,1.0742032527923584,24,6,7,822
63,JW-OS,SAT,1.3597900867462158,21,4,5,813
63,DLCS,SAT,1.260890007019043,24,7,8,870
63,HERO,SAT,0.7153451442718506,2,0,0,727
64,DLIS(True),SAT,0.8417460918426514,0,0,0,729
64,DLIS(False),SAT,1.0973670482635498,0,0,0,729
64,JW-OS,SAT,1.191056251525879,0,0,0,729
64,DLCS,SAT,1.1408462524414062,0,0,0,729
64,HERO,SAT,0.6096131801605225,0,0,0,729
65,DLIS(True),SAT,0.8115220069885254,0,0,0,729
65,DLIS(False),SAT,1.3009777069091797,0,0,0,729
65,JW-OS,SAT,1.2074320316314697,0,0,0,729
65,DLCS,SAT,1.064605951309204,0,0,0,729
65,HERO,SAT,0.6880660057067871,0,0,0,729
66,DLIS(True),SAT,1.4325287342071533,6,0,1,797
66,DLIS(False),SAT,2.5857560634613037,130,50,53,2097
66,JW-OS,SAT,3.805490255355835,193,86,90,3228
66,DLCS,SAT,2.709467887878418,154,68,71,2764
66,HERO,SAT,0.8318390846252441,18,5,9,1093
67,DLIS(True),SAT,0.7352168560028076,0,0,0,729
67,DLIS(False),SAT,0.936617374420166,0,0,0,729
67,JW-OS,SAT,0.7634449005126953,0,0,0,729
67,DLCS,SAT,0.8783328533172607,0,0,0,729
67,HERO,SAT,0.4442150592803955,0,0,0,729
68,DLIS(True),SAT,0.7341172695159912,9,2,4,923
68,DLIS(False),SAT,6.450166702270508,479,224,235,6827
68,JW-OS,SAT,7.9068381786346436,437,207,216,7554
68,DLCS,SAT,2.382240056991577,129,50,52,2126
68,HERO,SAT,1.3561840057373047,41,14,20,1603
69,DLIS(True),SAT,0.5775740146636963,0,0,0,729
69,DLIS(False),SAT,0.7820141315460205,0,0,0,729
69,JW-OS,SAT,1.5788249969482422,0,0,0,729
69,DLCS,SAT,1.391798973083496,0,0,0,729
69,HERO,SAT,0.8210029602050781,0,0,0,729
70,DLIS(True),SAT,1.0018818378448486,0,0,0,729
70,DLIS(False),SAT,1.2825868129730225,0,0,0,729
70,JW-OS,SAT,1.2502050399780273,0,0,0,729
70,DLCS,SAT,1.1129119396209717,0,0,0,729
70,HERO,SAT,0.5471160411834717,0,0,0,729
71,DLIS(True),SAT,1.6693322658538818,57,18,24,1921
71,DLIS(False),SAT,40.7681827545166,3322,1606,1657,52332
71,JW-OS,SAT,45.671467781066895,3224,1557,1608,50530
71,DLCS,SAT,47.4444899559021,3422,1651,1707,52739
71,HERO,SAT,1.0149860382080078,11,2,4,944
72,DLIS(True),SAT,1.0094959735870361,7,0,0,722
72,DLIS(False),SAT,2.809460163116455,153,71,74,2806
72,JW-OS,SAT,1.9601972103118896,115,53,55,2362
72,DLCS,SAT,1.9734828472137451,107,43,45,1995
72,HERO,SAT,0.617077112197876,5,0,2,827
73,DLIS(True),SAT,1.2608802318572998,30,11,13,1419
73,DLIS(False),SAT,2.778913974761963,125,55,58,2853
73,JW-OS,SAT,3.5741190910339355,133,59,62,2917
73,DLCS,SAT,1.9776110649108887,78,26,28,1350
73,HERO,SAT,1.0243709087371826,14,5,7,1121
74,DLIS(True),SAT,0.9576771259307861,28,3,6,957
74,DLIS(False),SAT,11.259214162826538,794,376,390,12321
74,JW-OS,SAT,18.32836604118347,1356,647,673,20323
74,DLCS,SAT,15.26034688949585,1131,530,552,16169
74,HERO,SAT,2.511991024017334,115,37,56,4056
75,DLIS(True),SAT,0.5187897682189941,0,0,0,729
75,DLIS(False),SAT,1.0905358791351318,0,0,0,729
75,JW-OS,SAT,1.3116977214813232,0,0,0,729
75,DLCS,SAT,1.3198609352111816,0,0,0,729
75,HERO,SAT,0.6783270835876465,0,0,0,729
76,DLIS(True),SAT,0.7829408645629883,0,0,0,729
76,DLIS(False),SAT,1.1434381008148193,0,0,0,729
76,JW-OS,SAT,1.272840976715088,0,0,0,729
76,DLCS,SAT,1.0802600383758545,0,0,0,729
76,HERO,SAT,0.6811339855194092,0,0,0,729
77,DLIS(True),SAT,0.7389571666717529,0,0,0,729
77,DLIS(False),SAT,1.0775489807128906,0,0,0,729
77,JW-OS,SAT,0.8755459785461426,0,0,0,729
77,DLCS,SAT,0.9893808364868164,0,0,0,729
77,HERO,SAT,0.600794792175293,0,0,0,729
78,DLIS(True),SAT,0.7787766456604004,0,0,0,729
78,DLIS(False),SAT,0.88041090965271,0,0,0,729
78,JW-OS,SAT,0.8562679290771484,0,0,0,729
78,DLCS,SAT,1.0128912925720215,0,0,0,729
78,HERO,SAT,0.6723358631134033,0,0,0,729
79,DLIS(True),SAT,0.8511168956756592,10,1,3,828
79,DLIS(False),SAT,3.199342966079712,242,112,117,4357
79,JW-OS,SAT,3.382460117340088,204,94,97,3992
79,DLCS,SAT,3.3981409072875977,247,106,110,3912
79,HERO,SAT,0.9823949337005615,16,3,7,1248
80,DLIS(True),SAT,0.9115769863128662,6,2,3,906
80,DLIS(False),SAT,1.3304481506347656,38,12,13,1145
80,JW-OS,SAT,1.2559349536895752,33,11,12,1036
80,DLCS,SAT,1.2703142166137695,32,9,10,928
80,HERO,SAT,0.672875165939331,1,0,0,728
81,DLIS(True),SAT,1.0659489631652832,8,1,3,996
81,DLIS(False),SAT,11.562329053878784,769,357,370,13506
81,JW-OS,SAT,8.960337162017822,473,221,230,9557
81,DLCS,SAT,7.062087774276733,371,160,166,7234
81,HERO,SAT,0.8507640361785889,2,0,1,818
82,DLIS(True),SAT,1.023400068283081,7,1,2,838
82,DLIS(False),SAT,5.395939111709595,296,140,144,5743
82,JW-OS,SAT,6.412864923477173,314,146,151,5176
